"Group","Device","Serial Number","IP Address","Asset Number","Location","Misc Supply Label","Level"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021043460","10.16.37.254","5623#COK/N237327","","Zesp obraz.","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044589","10.16.38.19","5623#COK/N237347","","Zespół obraz.","88%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044551","10.16.38.18","5623#COK/N237343","","Zespół obraz.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021043460","10.16.37.254","5623#COK/N237327","","Zespół obraz.","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021043427","10.16.37.252","5623#COK/N237325","","Zespół obraz.","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044583","10.16.38.7","5623#COK/N237323","","Zespół obraz.","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044555","10.16.38.17","5623#COK/N237345","","Zespół obraz.","52%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044555","10.16.38.17","5623#COK/N237345","","Zestaw konserw.","88%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044583","10.16.38.7","5623#COK/N237323","","Zestaw konserw.","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021043427","10.16.37.252","5623#COK/N237325","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021043460","10.16.37.254","5623#COK/N237327","","Zestaw konserw.","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044551","10.16.38.18","5623#COK/N237343","","Zestaw konserw.","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub 4700P","A63N021044589","10.16.38.19","5623#COK/N237347","","Zestaw konserw.","74%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Black Imaging Unit","68%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Cyan Imaging Unit","76%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Fuser Unit","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Magenta Imaging Unit","76%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Transfer Belt","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Transfer Unit","95%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Waste Toner Box","Warning"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C3100P","A6DR021119347","10.16.37.188","5623#COK/N238688","","Yellow Imaging Unit","76%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C368","A7PU027002403","10.16.37.203","5623#COK/N240036","PAP_Lehr2","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C368","A7PU027002403","10.16.37.203","5623#COK/N240036","PAP_Lehr2","Toner (Cyan)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C368","A7PU027002403","10.16.37.203","5623#COK/N240036","PAP_Lehr2","Toner (Magenta)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C368","A7PU027002403","10.16.37.203","5623#COK/N240036","PAP_Lehr2","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Lehr2","KONICA MINOLTA bizhub C368","A7PU027002403","10.16.37.203","5623#COK/N240036","PAP_Lehr2","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Magazyn Techniczny","KONICA MINOLTA bizhub 4702P","AAFH021000349","10.16.37.75","5623#COK/N261353","","Black Cartridge","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Magazyn Techniczny","KONICA MINOLTA bizhub 4702P","AAFH021000349","10.16.37.75","5623#COK/N261353","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Magazyn Techniczny","KONICA MINOLTA bizhub 4702P","AAFH021000349","10.16.37.75","5623#COK/N261353","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021039834","10.16.41.88","5623#COK/N228988","","Imaging Unit","52%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042211","10.16.41.95","5623#COK/N228991","","Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021040111","10.16.41.87","5623#COK/N228994","","Imaging Unit","64%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042177","10.16.37.88","5623#COK/N228986","","Imaging Unit","28%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042177","10.16.37.88","5623#COK/N228986","","Maintenance Kit","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021040111","10.16.41.87","5623#COK/N228994","","Maintenance Kit","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042211","10.16.41.95","5623#COK/N228991","","Maintenance Kit","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021039834","10.16.41.88","5623#COK/N228988","","Maintenance Kit","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021039834","10.16.41.88","5623#COK/N228988","","Zesp obraz.","52%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042211","10.16.41.95","5623#COK/N228991","","Zesp obraz.","80%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021040111","10.16.41.87","5623#COK/N228994","","Zesp obraz.","67%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042177","10.16.37.88","5623#COK/N228986","","Zesp obraz.","48%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042177","10.16.37.88","5623#COK/N228986","","Zespół obraz.","28%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021040111","10.16.41.87","5623#COK/N228994","","Zespół obraz.","64%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042211","10.16.41.95","5623#COK/N228991","","Zespół obraz.","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021039834","10.16.41.88","5623#COK/N228988","","Zespół obraz.","52%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021039834","10.16.41.88","5623#COK/N228988","","Zestaw konserw.","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042211","10.16.41.95","5623#COK/N228991","","Zestaw konserw.","94%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021040111","10.16.41.87","5623#COK/N228994","","Zestaw konserw.","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub 4700P","A63N021042177","10.16.37.88","5623#COK/N228986","","Zestaw konserw.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub C368","A7PU027006739","10.16.41.64","5623#COK/N260125","Offline float PAP","Toner (Black)","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub C368","A7PU027006739","10.16.41.64","5623#COK/N260125","Offline float PAP","Toner (Magenta)","99%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub C368","A7PU027006739","10.16.41.64","5623#COK/N260125","Offline float PAP","Toner (Yellow)","98%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > Offline","KONICA MINOLTA bizhub C368","A7PU027006739","10.16.41.64","5623#COK/N260125","Offline float PAP","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Black Imaging Unit","67%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Cyan Imaging Unit","82%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Fuser Unit","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Magenta Imaging Unit","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Transfer Belt","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Transfer Unit","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Waste Toner Box","Warning"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C3100P","A6DR021119855","10.16.37.229","5623#COK/N242186","Nowe Labolatorium","Yellow Imaging Unit","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C368","A7PU027005280","10.16.38.20","5623#COK/N240052","PAP_Utrzymanie ruchu","Toner (Black)","71%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C368","A7PU027005280","10.16.38.20","5623#COK/N240052","PAP_Utrzymanie ruchu","Toner (Magenta)","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C368","A7PU027005280","10.16.38.20","5623#COK/N240052","PAP_Utrzymanie ruchu","Toner (Yellow)","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > QJ","KONICA MINOLTA bizhub C368","A7PU027005280","10.16.38.20","5623#COK/N240052","PAP_Utrzymanie ruchu","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016757 bizhub 4700P","A63N021039885","10.16.38.16","5623#COK/N228956","Sandomierz PAP Hartownia","Imaging Unit","74%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016757 bizhub 4700P","A63N021039885","10.16.38.16","5623#COK/N228956","Sandomierz PAP Hartownia","Maintenance Kit","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016757 bizhub 4700P","A63N021039885","10.16.38.16","5623#COK/N228956","Sandomierz PAP Hartownia","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016757 bizhub 4700P","A63N021039885","10.16.38.16","5623#COK/N228956","Sandomierz PAP Hartownia","Zesp obraz.","77%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016757 bizhub 4700P","A63N021039885","10.16.38.16","5623#COK/N228956","Sandomierz PAP Hartownia","Zespół obraz.","74%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016757 bizhub 4700P","A63N021039885","10.16.38.16","5623#COK/N228956","Sandomierz PAP Hartownia","Zestaw konserw.","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Imaging Unit","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Maintenance Kit","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Zesp obraz.","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Zesp obraz.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Zespół obraz.","85%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Zespół obraz.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Zestaw konserw.","73%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016758 bizhub 4700P","A63N021039875","10.16.38.5","5623#COK/N228964","Sandomierz PAP Laminowane Boczne","Zestaw konserw.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016759 bizhub 4700P","A63N021039864","10.16.38.1","5623#COK/N228962","Sandomierz PAP Laminowane Boczne","Imaging Unit","24%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016759 bizhub 4700P","A63N021039864","10.16.38.1","5623#COK/N228962","Sandomierz PAP Laminowane Boczne","Maintenance Kit","81%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016759 bizhub 4700P","A63N021039864","10.16.38.1","5623#COK/N228962","Sandomierz PAP Laminowane Boczne","Zesp obraz.","27%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016759 bizhub 4700P","A63N021039864","10.16.38.1","5623#COK/N228962","Sandomierz PAP Laminowane Boczne","Zespół obraz.","24%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016759 bizhub 4700P","A63N021039864","10.16.38.1","5623#COK/N228962","Sandomierz PAP Laminowane Boczne","Zestaw konserw.","81%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016760 bizhub 4700P","A63N021039806","10.16.38.10","5623#COK/N228966","Sandomierz PAP Laminowane Boczne","Imaging Unit","26%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016760 bizhub 4700P","A63N021039806","10.16.38.10","5623#COK/N228966","Sandomierz PAP Laminowane Boczne","Maintenance Kit","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016760 bizhub 4700P","A63N021039806","10.16.38.10","5623#COK/N228966","Sandomierz PAP Laminowane Boczne","Zesp obraz.","28%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016760 bizhub 4700P","A63N021039806","10.16.38.10","5623#COK/N228966","Sandomierz PAP Laminowane Boczne","Zespół obraz.","26%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0016760 bizhub 4700P","A63N021039806","10.16.38.10","5623#COK/N228966","Sandomierz PAP Laminowane Boczne","Zestaw konserw.","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056743 bizhub 4700P","A63N021039873","10.16.37.165","5623#COK/N228974","Sandomierz PAP Hartownia Serigrafia1","Imaging Unit","69%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056743 bizhub 4700P","A63N021039873","10.16.37.165","5623#COK/N228974","Sandomierz PAP Hartownia Serigrafia1","Maintenance Kit","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056743 bizhub 4700P","A63N021039873","10.16.37.165","5623#COK/N228974","Sandomierz PAP Hartownia Serigrafia1","Zesp obraz.","77%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056743 bizhub 4700P","A63N021039873","10.16.37.165","5623#COK/N228974","Sandomierz PAP Hartownia Serigrafia1","Zespół obraz.","69%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056743 bizhub 4700P","A63N021039873","10.16.37.165","5623#COK/N228974","Sandomierz PAP Hartownia Serigrafia1","Zestaw konserw.","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056744 bizhub 4700P","A63N021042262","10.16.37.170","5623#COK/N228234","Sandomierz PAP Hartownia","Imaging Unit","46%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056744 bizhub 4700P","A63N021042262","10.16.37.170","5623#COK/N228234","Sandomierz PAP Hartownia","Maintenance Kit","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056744 bizhub 4700P","A63N021042262","10.16.37.170","5623#COK/N228234","Sandomierz PAP Hartownia","Zesp obraz.","57%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056744 bizhub 4700P","A63N021042262","10.16.37.170","5623#COK/N228234","Sandomierz PAP Hartownia","Zespół obraz.","46%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL10 > RH1","PPL0056744 bizhub 4700P","A63N021042262","10.16.37.170","5623#COK/N228234","Sandomierz PAP Hartownia","Zestaw konserw.","87%"
